time,station,landuse,altitude,latitude,longitude,air_rh_avg,air_t_avg
2020-03-20 21:45:00,m2,pa,2180,46.71110568,10.69164718,97.6,-1.592
2020-03-20 22:00:00,m2,pa,2180,46.71110568,10.69164718,95.2,-1.344
2020-03-20 22:15:00,m2,pa,2180,46.71110568,10.69164718,95.9,-1.552
2020-03-20 22:30:00,m2,pa,2180,46.71110568,10.69164718,95.9,-1.835
2020-03-20 22:45:00,m2,pa,2180,46.71110568,10.69164718,93.7,-1.701
2020-03-20 23:00:00,m2,pa,2180,46.71110568,10.69164718,91.1,-1.52
2020-03-20 23:15:00,m2,pa,2180,46.71110568,10.69164718,90.3,-1.282
2020-03-20 23:30:00,m2,pa,2180,46.71110568,10.69164718,90.2,-1.355
2020-03-20 23:45:00,m2,pa,2180,46.71110568,10.69164718,87.8,-1.464
2020-03-21 00:00:00,m2,pa,2180,46.71110568,10.69164718,90,-1.679
2020-03-21 00:15:00,m2,pa,2180,46.71110568,10.69164718,87.4,-1.479
2020-03-21 00:30:00,m2,pa,2180,46.71110568,10.69164718,86,-1.33
2020-03-21 00:45:00,m2,pa,2180,46.71110568,10.69164718,88.5,-1.664
2020-03-21 01:00:00,m2,pa,2180,46.71110568,10.69164718,87.8,-1.946
2020-03-21 01:15:00,m2,pa,2180,46.71110568,10.69164718,87.9,-1.978
2020-03-21 01:30:00,m2,pa,2180,46.71110568,10.69164718,89.1,-2.149
2020-03-21 01:45:00,m2,pa,2180,46.71110568,10.69164718,86.9,-2.308
2020-03-21 02:00:00,m2,pa,2180,46.71110568,10.69164718,89.9,-2.6
2020-03-21 02:15:00,m2,pa,2180,46.71110568,10.69164718,82.6,-2.587
2020-03-21 02:30:00,m2,pa,2180,46.71110568,10.69164718,83.2,-2.552
2020-03-21 02:45:00,m2,pa,2180,46.71110568,10.69164718,79.25,-2.413
2020-03-21 03:00:00,m2,pa,2180,46.71110568,10.69164718,77.9,-2.371
2020-03-21 03:15:00,m2,pa,2180,46.71110568,10.69164718,82,-2.657
2020-03-21 03:30:00,m2,pa,2180,46.71110568,10.69164718,84.2,-2.571
2020-03-21 03:45:00,m2,pa,2180,46.71110568,10.69164718,85.2,-2.324
2020-03-21 04:00:00,m2,pa,2180,46.71110568,10.69164718,85.2,-2.059
2020-03-21 04:15:00,m2,pa,2180,46.71110568,10.69164718,84.5,-2.003
2020-03-21 04:30:00,m2,pa,2180,46.71110568,10.69164718,85.4,-1.79
2020-03-21 04:45:00,m2,pa,2180,46.71110568,10.69164718,85.3,-1.854
2020-03-21 05:00:00,m2,pa,2180,46.71110568,10.69164718,85.8,-1.822
2020-03-21 05:15:00,m2,pa,2180,46.71110568,10.69164718,86,-1.854
2020-03-21 05:30:00,m2,pa,2180,46.71110568,10.69164718,85.7,-1.695
2020-03-21 05:45:00,m2,pa,2180,46.71110568,10.69164718,86.1,-1.829
2020-03-21 06:00:00,m2,pa,2180,46.71110568,10.69164718,86.4,-2.314
2020-03-21 06:15:00,m2,pa,2180,46.71110568,10.69164718,87.4,-2.381
2020-03-21 06:30:00,m2,pa,2180,46.71110568,10.69164718,82,-2.232
2020-03-21 06:45:00,m2,pa,2180,46.71110568,10.69164718,83.5,-2.073
2020-03-21 07:00:00,m2,pa,2180,46.71110568,10.69164718,82.7,-2.305
2020-03-21 07:15:00,m2,pa,2180,46.71110568,10.69164718,81.7,-2.273
2020-03-21 07:30:00,m2,pa,2180,46.71110568,10.69164718,78.41,-2.19
2020-03-21 07:45:00,m2,pa,2180,46.71110568,10.69164718,78.72,-2.156
2020-03-21 08:00:00,m2,pa,2180,46.71110568,10.69164718,72.33,-2.063
2020-03-21 08:15:00,m2,pa,2180,46.71110568,10.69164718,78.02,-1.857
2020-03-21 08:30:00,m2,pa,2180,46.71110568,10.69164718,74.8,-1.695
2020-03-21 08:45:00,m2,pa,2180,46.71110568,10.69164718,69.15,-0.879
2020-03-21 09:00:00,m2,pa,2180,46.71110568,10.69164718,67.23,-0.001
2020-03-21 09:15:00,m2,pa,2180,46.71110568,10.69164718,58.69,1.369
2020-03-21 09:30:00,m2,pa,2180,46.71110568,10.69164718,55.04,1.709
2020-03-21 09:45:00,m2,pa,2180,46.71110568,10.69164718,55.89,1.541
2020-03-21 10:00:00,m2,pa,2180,46.71110568,10.69164718,60.95,0.55
2020-03-21 10:15:00,m2,pa,2180,46.71110568,10.69164718,63.35,0.776
2020-03-21 10:30:00,m2,pa,2180,46.71110568,10.69164718,57.04,1.975
2020-03-21 10:45:00,m2,pa,2180,46.71110568,10.69164718,55.04,3.647
2020-03-21 11:00:00,m2,pa,2180,46.71110568,10.69164718,64.6,1.9
2020-03-21 11:15:00,m2,pa,2180,46.71110568,10.69164718,58.32,2.784
2020-03-21 11:30:00,m2,pa,2180,46.71110568,10.69164718,61.87,2.555
2020-03-21 11:45:00,m2,pa,2180,46.71110568,10.69164718,54.83,3.913
2020-03-21 12:00:00,m2,pa,2180,46.71110568,10.69164718,51.8,4.552
2020-03-21 12:15:00,m2,pa,2180,46.71110568,10.69164718,55.14,3.407
2020-03-21 12:30:00,m2,pa,2180,46.71110568,10.69164718,54.13,3.558
2020-03-21 12:45:00,m2,pa,2180,46.71110568,10.69164718,53.91,3.2
2020-03-21 13:00:00,m2,pa,2180,46.71110568,10.69164718,51.09,3.153
2020-03-21 13:15:00,m2,pa,2180,46.71110568,10.69164718,47.96,3.596
2020-03-21 13:30:00,m2,pa,2180,46.71110568,10.69164718,47.21,3.564
2020-03-21 13:45:00,m2,pa,2180,46.71110568,10.69164718,48.54,3.572
2020-03-21 14:00:00,m2,pa,2180,46.71110568,10.69164718,49.21,3.726
2020-03-21 14:15:00,m2,pa,2180,46.71110568,10.69164718,48.76,4.182
2020-03-21 14:30:00,m2,pa,2180,46.71110568,10.69164718,49.39,4.455
2020-03-21 14:45:00,m2,pa,2180,46.71110568,10.69164718,49.51,4.368
2020-03-21 15:00:00,m2,pa,2180,46.71110568,10.69164718,50.85,3.58
2020-03-21 15:15:00,m2,pa,2180,46.71110568,10.69164718,46.66,3.875
2020-03-21 15:30:00,m2,pa,2180,46.71110568,10.69164718,49.88,3.513
2020-03-21 15:45:00,m2,pa,2180,46.71110568,10.69164718,50.06,3.558
2020-03-21 16:00:00,m2,pa,2180,46.71110568,10.69164718,52.73,3.368
2020-03-21 16:15:00,m2,pa,2180,46.71110568,10.69164718,58,2.959
2020-03-21 16:30:00,m2,pa,2180,46.71110568,10.69164718,55.59,3.168
2020-03-21 16:45:00,m2,pa,2180,46.71110568,10.69164718,53.7,3.275
2020-03-21 17:00:00,m2,pa,2180,46.71110568,10.69164718,57.16,2.945
2020-03-21 17:15:00,m2,pa,2180,46.71110568,10.69164718,51.6,2.881
2020-03-21 17:30:00,m2,pa,2180,46.71110568,10.69164718,47.63,3.364
2020-03-21 17:45:00,m2,pa,2180,46.71110568,10.69164718,51.24,2.993
2020-03-21 18:00:00,m2,pa,2180,46.71110568,10.69164718,48.28,3.095
2020-03-21 18:15:00,m2,pa,2180,46.71110568,10.69164718,52.41,2.658
2020-03-21 18:30:00,m2,pa,2180,46.71110568,10.69164718,57.11,2.094
2020-03-21 18:45:00,m2,pa,2180,46.71110568,10.69164718,60.27,1.718
2020-03-21 19:00:00,m2,pa,2180,46.71110568,10.69164718,60.81,1.419
2020-03-21 19:15:00,m2,pa,2180,46.71110568,10.69164718,63.82,1.211
2020-03-21 19:30:00,m2,pa,2180,46.71110568,10.69164718,63.35,1.142
2020-03-21 19:45:00,m2,pa,2180,46.71110568,10.69164718,60.85,1.224
2020-03-21 20:00:00,m2,pa,2180,46.71110568,10.69164718,65.93,0.789
2020-03-21 20:15:00,m2,pa,2180,46.71110568,10.69164718,67.86,0.412
2020-03-21 20:30:00,m2,pa,2180,46.71110568,10.69164718,67.43,0.395
2020-03-21 20:45:00,m2,pa,2180,46.71110568,10.69164718,70.04,0.331
2020-03-21 21:00:00,m2,pa,2180,46.71110568,10.69164718,70.11,0.046
2020-03-21 21:15:00,m2,pa,2180,46.71110568,10.69164718,70.25,-0.088
2020-03-21 21:30:00,m2,pa,2180,46.71110568,10.69164718,71.41,0.054
2020-03-21 21:45:00,m2,pa,2180,46.71110568,10.69164718,71.47,0.105
2020-03-21 22:00:00,m2,pa,2180,46.71110568,10.69164718,70.11,-0.043
2020-03-21 22:15:00,m2,pa,2180,46.71110568,10.69164718,68.21,-0.046
2020-03-21 22:30:00,m2,pa,2180,46.71110568,10.69164718,68.42,-0.211
2020-03-21 22:45:00,m2,pa,2180,46.71110568,10.69164718,71.11,-0.894
2020-03-21 23:00:00,m2,pa,2180,46.71110568,10.69164718,74.17,-1.312
2020-03-21 23:15:00,m2,pa,2180,46.71110568,10.69164718,75.33,-1.452
2020-03-21 23:30:00,m2,pa,2180,46.71110568,10.69164718,77.33,-1.632
2020-03-21 23:45:00,m2,pa,2180,46.71110568,10.69164718,78.36,-1.848
2020-03-22 00:00:00,m2,pa,2180,46.71110568,10.69164718,73.81,-1.639
2020-03-22 00:15:00,m2,pa,2180,46.71110568,10.69164718,71.72,-1.461
2020-03-22 00:30:00,m2,pa,2180,46.71110568,10.69164718,73.7,-1.632
2020-03-22 00:45:00,m2,pa,2180,46.71110568,10.69164718,74.68,-2.054
2020-03-22 01:00:00,m2,pa,2180,46.71110568,10.69164718,76.91,-2.356
2020-03-22 01:15:00,m2,pa,2180,46.71110568,10.69164718,77.17,-2.556
2020-03-22 01:30:00,m2,pa,2180,46.71110568,10.69164718,76.05,-2.264
2020-03-22 01:45:00,m2,pa,2180,46.71110568,10.69164718,72.05,-1.803
2020-03-22 02:00:00,m2,pa,2180,46.71110568,10.69164718,73.97,-1.702
2020-03-22 02:15:00,m2,pa,2180,46.71110568,10.69164718,74.99,-1.825
2020-03-22 02:30:00,m2,pa,2180,46.71110568,10.69164718,76.85,-1.911
2020-03-22 02:45:00,m2,pa,2180,46.71110568,10.69164718,75.49,-1.606
2020-03-22 03:00:00,m2,pa,2180,46.71110568,10.69164718,74.24,-1.27
2020-03-22 03:15:00,m2,pa,2180,46.71110568,10.69164718,75.22,-1.137
2020-03-22 03:30:00,m2,pa,2180,46.71110568,10.69164718,78.92,-1.46
2020-03-22 03:45:00,m2,pa,2180,46.71110568,10.69164718,81.2,-1.756
2020-03-22 04:00:00,m2,pa,2180,46.71110568,10.69164718,81.4,-1.933
2020-03-22 04:15:00,m2,pa,2180,46.71110568,10.69164718,86.6,-2.305
2020-03-22 04:30:00,m2,pa,2180,46.71110568,10.69164718,85.8,-2.768
2020-03-22 04:45:00,m2,pa,2180,46.71110568,10.69164718,77.19,-2.19
2020-03-22 05:00:00,m2,pa,2180,46.71110568,10.69164718,77.15,-1.625
2020-03-22 05:15:00,m2,pa,2180,46.71110568,10.69164718,88.5,-2.514
2020-03-22 05:30:00,m2,pa,2180,46.71110568,10.69164718,89.4,-2.867
2020-03-22 05:45:00,m2,pa,2180,46.71110568,10.69164718,88.6,-2.746
2020-03-22 06:00:00,m2,pa,2180,46.71110568,10.69164718,87,-2.505
2020-03-22 06:15:00,m2,pa,2180,46.71110568,10.69164718,84.4,-2.26
2020-03-22 06:30:00,m2,pa,2180,46.71110568,10.69164718,84.1,-2.098
2020-03-22 06:45:00,m2,pa,2180,46.71110568,10.69164718,85,-2.276
2020-03-22 07:00:00,m2,pa,2180,46.71110568,10.69164718,82.6,-2.022
2020-03-22 07:15:00,m2,pa,2180,46.71110568,10.69164718,84.4,-2.102
2020-03-22 07:30:00,m2,pa,2180,46.71110568,10.69164718,93.1,-2.327
2020-03-22 07:45:00,m2,pa,2180,46.71110568,10.69164718,90.9,-1.914
2020-03-22 08:00:00,m2,pa,2180,46.71110568,10.69164718,90.5,-2.102
2020-03-22 08:15:00,m2,pa,2180,46.71110568,10.69164718,88,-1.82
2020-03-22 08:30:00,m2,pa,2180,46.71110568,10.69164718,90.7,-1.672
2020-03-22 08:45:00,m2,pa,2180,46.71110568,10.69164718,83.7,-1.163
2020-03-22 09:00:00,m2,pa,2180,46.71110568,10.69164718,76.66,-0.267
2020-03-22 09:15:00,m2,pa,2180,46.71110568,10.69164718,75.53,0.137
2020-03-22 09:30:00,m2,pa,2180,46.71110568,10.69164718,93.8,-1.235
2020-03-22 09:45:00,m2,pa,2180,46.71110568,10.69164718,96.6,-1.669
2020-03-22 10:00:00,m2,pa,2180,46.71110568,10.69164718,94.4,-1.222
2020-03-22 10:15:00,m2,pa,2180,46.71110568,10.69164718,78.09,1.515
2020-03-22 10:30:00,m2,pa,2180,46.71110568,10.69164718,72.58,1.864
2020-03-22 10:45:00,m2,pa,2180,46.71110568,10.69164718,79.57,-0.002
2020-03-22 11:00:00,m2,pa,2180,46.71110568,10.69164718,72.17,0.938
2020-03-22 11:15:00,m2,pa,2180,46.71110568,10.69164718,79.03,0.326
2020-03-22 11:30:00,m2,pa,2180,46.71110568,10.69164718,79.18,0.504
2020-03-22 11:45:00,m2,pa,2180,46.71110568,10.69164718,78.83,0.601
2020-03-22 12:00:00,m2,pa,2180,46.71110568,10.69164718,77.39,0.359
2020-03-22 12:15:00,m2,pa,2180,46.71110568,10.69164718,80,0.591
2020-03-22 12:30:00,m2,pa,2180,46.71110568,10.69164718,77.2,0.724
2020-03-22 12:45:00,m2,pa,2180,46.71110568,10.69164718,76.02,0.696
2020-03-22 13:00:00,m2,pa,2180,46.71110568,10.69164718,76.01,0.731
2020-03-22 13:15:00,m2,pa,2180,46.71110568,10.69164718,75.75,0.754
2020-03-22 13:30:00,m2,pa,2180,46.71110568,10.69164718,72.68,1.29
2020-03-22 13:45:00,m2,pa,2180,46.71110568,10.69164718,71.86,1.421
2020-03-22 14:00:00,m2,pa,2180,46.71110568,10.69164718,68.18,1.616
2020-03-22 14:15:00,m2,pa,2180,46.71110568,10.69164718,67.93,1.369
2020-03-22 14:30:00,m2,pa,2180,46.71110568,10.69164718,64.89,1.536
2020-03-22 14:45:00,m2,pa,2180,46.71110568,10.69164718,67.69,1.498
2020-03-22 15:00:00,m2,pa,2180,46.71110568,10.69164718,67.45,1.656
2020-03-22 15:15:00,m2,pa,2180,46.71110568,10.69164718,70.53,0.822
2020-03-22 15:30:00,m2,pa,2180,46.71110568,10.69164718,64.79,1.799
2020-03-22 15:45:00,m2,pa,2180,46.71110568,10.69164718,60.22,1.856
2020-03-22 16:00:00,m2,pa,2180,46.71110568,10.69164718,59.87,1.402
2020-03-22 16:15:00,m2,pa,2180,46.71110568,10.69164718,64.5,0.667
2020-03-22 16:30:00,m2,pa,2180,46.71110568,10.69164718,63.87,0.021
2020-03-22 16:45:00,m2,pa,2180,46.71110568,10.69164718,61.88,-0.111
2020-03-22 17:00:00,m2,pa,2180,46.71110568,10.69164718,60.74,-0.165
2020-03-22 17:15:00,m2,pa,2180,46.71110568,10.69164718,62.41,-0.624
2020-03-22 17:30:00,m2,pa,2180,46.71110568,10.69164718,61.47,-0.738
2020-03-22 17:45:00,m2,pa,2180,46.71110568,10.69164718,60.5,-0.96
2020-03-22 18:00:00,m2,pa,2180,46.71110568,10.69164718,60.62,-1.2
2020-03-22 18:15:00,m2,pa,2180,46.71110568,10.69164718,63.69,-1.571
2020-03-22 18:30:00,m2,pa,2180,46.71110568,10.69164718,59.21,-1.814
2020-03-22 18:45:00,m2,pa,2180,46.71110568,10.69164718,58.68,-2.036
2020-03-22 19:00:00,m2,pa,2180,46.71110568,10.69164718,58.4,-2.114
2020-03-22 19:15:00,m2,pa,2180,46.71110568,10.69164718,56.24,-2.514
2020-03-22 19:30:00,m2,pa,2180,46.71110568,10.69164718,52.98,-2.83
2020-03-22 19:45:00,m2,pa,2180,46.71110568,10.69164718,53.34,-2.855
2020-03-22 20:00:00,m2,pa,2180,46.71110568,10.69164718,51.03,-2.974
2020-03-22 20:15:00,m2,pa,2180,46.71110568,10.69164718,51.8,-3.088
2020-03-22 20:30:00,m2,pa,2180,46.71110568,10.69164718,49.57,-3.543
2020-03-22 20:45:00,m2,pa,2180,46.71110568,10.69164718,49.35,-3.591
2020-03-22 21:00:00,m2,pa,2180,46.71110568,10.69164718,52.38,-4.086
2020-03-22 21:15:00,m2,pa,2180,46.71110568,10.69164718,50.01,-3.924
2020-03-22 21:30:00,m2,pa,2180,46.71110568,10.69164718,50.63,-4.708
2020-03-22 21:45:00,m2,pa,2180,46.71110568,10.69164718,53.74,-5.264
2020-03-22 22:00:00,m2,pa,2180,46.71110568,10.69164718,54.72,-5.045
2020-03-22 22:15:00,m2,pa,2180,46.71110568,10.69164718,54.27,-5.092
2020-03-22 22:30:00,m2,pa,2180,46.71110568,10.69164718,56.3,-5.397
2020-03-22 22:45:00,m2,pa,2180,46.71110568,10.69164718,54.25,-5.397
2020-03-22 23:00:00,m2,pa,2180,46.71110568,10.69164718,51.51,-5.36
2020-03-22 23:15:00,m2,pa,2180,46.71110568,10.69164718,52.18,-5.589
2020-03-22 23:30:00,m2,pa,2180,46.71110568,10.69164718,55.96,-5.936
2020-03-22 23:45:00,m2,pa,2180,46.71110568,10.69164718,50.81,-5.91
2020-03-23 00:00:00,m2,pa,2180,46.71110568,10.69164718,49.36,-5.902
2020-03-23 00:15:00,m2,pa,2180,46.71110568,10.69164718,49.67,-6.022
2020-03-23 00:30:00,m2,pa,2180,46.71110568,10.69164718,47.25,-6.137
2020-03-23 00:45:00,m2,pa,2180,46.71110568,10.69164718,45.58,-6.13
2020-03-23 01:00:00,m2,pa,2180,46.71110568,10.69164718,44.05,-6.4
2020-03-23 01:15:00,m2,pa,2180,46.71110568,10.69164718,48.43,-6.684
2020-03-23 01:30:00,m2,pa,2180,46.71110568,10.69164718,46,-6.912
2020-03-23 01:45:00,m2,pa,2180,46.71110568,10.69164718,45.18,-7.044
2020-03-23 02:00:00,m2,pa,2180,46.71110568,10.69164718,44.55,-7.058
2020-03-23 02:15:00,m2,pa,2180,46.71110568,10.69164718,40.64,-6.981
2020-03-23 02:30:00,m2,pa,2180,46.71110568,10.69164718,41.11,-7.054
2020-03-23 02:45:00,m2,pa,2180,46.71110568,10.69164718,43.11,-7.31
2020-03-23 03:00:00,m2,pa,2180,46.71110568,10.69164718,42.81,-7.479
2020-03-23 03:15:00,m2,pa,2180,46.71110568,10.69164718,41.35,-7.602
2020-03-23 03:30:00,m2,pa,2180,46.71110568,10.69164718,41.96,-7.875
2020-03-23 03:45:00,m2,pa,2180,46.71110568,10.69164718,43.39,-8.01
2020-03-23 04:00:00,m2,pa,2180,46.71110568,10.69164718,43.26,-8.06
2020-03-23 04:15:00,m2,pa,2180,46.71110568,10.69164718,43.55,-8.13
2020-03-23 04:30:00,m2,pa,2180,46.71110568,10.69164718,45.69,-8.49
2020-03-23 04:45:00,m2,pa,2180,46.71110568,10.69164718,42.31,-8.33
2020-03-23 05:00:00,m2,pa,2180,46.71110568,10.69164718,43.38,-8.72
2020-03-23 05:15:00,m2,pa,2180,46.71110568,10.69164718,42.39,-8.53
2020-03-23 05:30:00,m2,pa,2180,46.71110568,10.69164718,43.32,-8.69
2020-03-23 05:45:00,m2,pa,2180,46.71110568,10.69164718,43.69,-8.65
2020-03-23 06:00:00,m2,pa,2180,46.71110568,10.69164718,44.02,-8.97
2020-03-23 06:15:00,m2,pa,2180,46.71110568,10.69164718,40.73,-8.96
2020-03-23 06:30:00,m2,pa,2180,46.71110568,10.69164718,37.77,-9.12
2020-03-23 06:45:00,m2,pa,2180,46.71110568,10.69164718,32.8,-8.54
2020-03-23 07:00:00,m2,pa,2180,46.71110568,10.69164718,38.32,-8.84
2020-03-23 07:15:00,m2,pa,2180,46.71110568,10.69164718,34.67,-8.79
2020-03-23 07:30:00,m2,pa,2180,46.71110568,10.69164718,36.91,-8.78
2020-03-23 07:45:00,m2,pa,2180,46.71110568,10.69164718,34.86,-8.55
2020-03-23 08:00:00,m2,pa,2180,46.71110568,10.69164718,31.95,-8.43
2020-03-23 08:15:00,m2,pa,2180,46.71110568,10.69164718,29.89,-8.63
2020-03-23 08:30:00,m2,pa,2180,46.71110568,10.69164718,36.63,-8.26
2020-03-23 08:45:00,m2,pa,2180,46.71110568,10.69164718,33.36,-8.02
2020-03-23 09:00:00,m2,pa,2180,46.71110568,10.69164718,28.72,-7.424
2020-03-23 09:15:00,m2,pa,2180,46.71110568,10.69164718,20.7,-5.228
2020-03-23 09:30:00,m2,pa,2180,46.71110568,10.69164718,20.68,-4.181
2020-03-23 09:45:00,m2,pa,2180,46.71110568,10.69164718,20.15,-4.067
2020-03-23 10:00:00,m2,pa,2180,46.71110568,10.69164718,19.61,-4.026
2020-03-23 10:15:00,m2,pa,2180,46.71110568,10.69164718,20.59,-4.136
2020-03-23 10:30:00,m2,pa,2180,46.71110568,10.69164718,20.89,-3.71
2020-03-23 10:45:00,m2,pa,2180,46.71110568,10.69164718,24.61,-3.942
2020-03-23 11:00:00,m2,pa,2180,46.71110568,10.69164718,24.26,-3.262
2020-03-23 11:15:00,m2,pa,2180,46.71110568,10.69164718,22.84,-3.019
2020-03-23 11:30:00,m2,pa,2180,46.71110568,10.69164718,24.15,-3.096
2020-03-23 11:45:00,m2,pa,2180,46.71110568,10.69164718,19.72,-1.157
2020-03-23 12:00:00,m2,pa,2180,46.71110568,10.69164718,23.52,-1.812
2020-03-23 12:15:00,m2,pa,2180,46.71110568,10.69164718,26.68,-2.562
2020-03-23 12:30:00,m2,pa,2180,46.71110568,10.69164718,23.24,-1.085
2020-03-23 12:45:00,m2,pa,2180,46.71110568,10.69164718,22.97,-0.278
2020-03-23 13:00:00,m2,pa,2180,46.71110568,10.69164718,27.11,-1.001
2020-03-23 13:15:00,m2,pa,2180,46.71110568,10.69164718,28.25,-0.824
2020-03-23 13:30:00,m2,pa,2180,46.71110568,10.69164718,30,-0.877
2020-03-23 13:45:00,m2,pa,2180,46.71110568,10.69164718,31,-0.674
2020-03-23 14:00:00,m2,pa,2180,46.71110568,10.69164718,30.57,-1.301
2020-03-23 14:15:00,m2,pa,2180,46.71110568,10.69164718,33.04,-1.86
2020-03-23 14:30:00,m2,pa,2180,46.71110568,10.69164718,35.18,-1.242
2020-03-23 14:45:00,m2,pa,2180,46.71110568,10.69164718,33.53,-1.288
2020-03-23 15:00:00,m2,pa,2180,46.71110568,10.69164718,35.62,-1.567
2020-03-23 15:15:00,m2,pa,2180,46.71110568,10.69164718,27.96,-0.898
2020-03-23 15:30:00,m2,pa,2180,46.71110568,10.69164718,25.18,0.034
2020-03-23 15:45:00,m2,pa,2180,46.71110568,10.69164718,24.22,-1.2
2020-03-23 16:00:00,m2,pa,2180,46.71110568,10.69164718,20.78,-1.815
2020-03-23 16:15:00,m2,pa,2180,46.71110568,10.69164718,24.12,-2.805
2020-03-23 16:30:00,m2,pa,2180,46.71110568,10.69164718,20.18,-2.582
2020-03-23 16:45:00,m2,pa,2180,46.71110568,10.69164718,23.55,-3.194
2020-03-23 17:00:00,m2,pa,2180,46.71110568,10.69164718,23.74,-3.579
2020-03-23 17:15:00,m2,pa,2180,46.71110568,10.69164718,23.66,-3.449
2020-03-23 17:30:00,m2,pa,2180,46.71110568,10.69164718,23.3,-4.014
2020-03-23 17:45:00,m2,pa,2180,46.71110568,10.69164718,21.36,-3.981
2020-03-23 18:00:00,m2,pa,2180,46.71110568,10.69164718,22.06,-4.016
2020-03-23 18:15:00,m2,pa,2180,46.71110568,10.69164718,23.29,-4.433
2020-03-23 18:30:00,m2,pa,2180,46.71110568,10.69164718,23.87,-4.781
2020-03-23 18:45:00,m2,pa,2180,46.71110568,10.69164718,25.02,-5.161
2020-03-23 19:00:00,m2,pa,2180,46.71110568,10.69164718,28.47,-5.039
2020-03-23 19:15:00,m2,pa,2180,46.71110568,10.69164718,28.93,-5.292
2020-03-23 19:30:00,m2,pa,2180,46.71110568,10.69164718,28.73,-5.816
2020-03-23 19:45:00,m2,pa,2180,46.71110568,10.69164718,31.58,-6.098
